i j lamda_ij(AA) Aji_E1 fij_E1 S_E1 Aji_E2 Aji_M1 Aji_M2
8 31 1.263E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.832E-03
8 33 1.150E+03 9.392E+08 3.106E-01 3.530E+00 0.000E+00 0.000E+00 5.550E-02
8 34 1.149E+03 5.066E+08 1.002E-01 1.137E+00 0.000E+00 0.000E+00 1.443E-02
8 35 1.148E+03 2.676E+09 1.762E-01 1.997E+00 0.000E+00 0.000E+00 0.000E+00
8 36 1.130E+03 1.890E+09 3.619E-01 4.039E+00 0.000E+00 0.000E+00 8.941E-03
8 37 1.129E+03 2.817E+09 8.979E-01 1.002E+01 0.000E+00 0.000E+00 7.208E-02
8 38 1.129E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 4.741E-02
8 39 1.050E+03 9.474E+08 5.218E-02 5.410E-01 0.000E+00 0.000E+00 0.000E+00
8 40 1.048E+03 2.372E+08 3.909E-02 4.047E-01 0.000E+00 0.000E+00 4.463E-02
8 41 1.045E+03 2.475E+08 6.759E-02 6.978E-01 0.000E+00 0.000E+00 1.104E-03
8 42 9.984E+02 3.899E+05 5.827E-05 5.746E-04 0.000E+00 0.000E+00 2.398E-02
8 43 8.994E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.766E-06
8 44 8.988E+02 3.968E+04 4.806E-06 4.266E-05 0.000E+00 0.000E+00 6.606E-02
8 45 8.980E+02 0.000E+00 0.000E+00 0.000E+00 1.024E+02 3.558E-03 0.000E+00
8 46 8.842E+02 0.000E+00 0.000E+00 0.000E+00 1.336E+04 2.436E-02 0.000E+00
8 47 8.829E+02 0.000E+00 0.000E+00 0.000E+00 1.599E+03 3.286E-05 0.000E+00
8 48 8.808E+02 0.000E+00 0.000E+00 0.000E+00 5.949E+03 0.000E+00 0.000E+00
8 49 8.576E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.190E-02 0.000E+00
8 50 8.570E+02 0.000E+00 0.000E+00 0.000E+00 2.150E+03 7.791E-04 0.000E+00
8 51 8.557E+02 0.000E+00 0.000E+00 0.000E+00 4.191E+03 9.084E-03 0.000E+00
8 52 8.484E+02 0.000E+00 0.000E+00 0.000E+00 2.675E+01 2.155E-02 0.000E+00
8 53 8.209E+02 0.000E+00 0.000E+00 0.000E+00 4.648E+00 6.383E-03 0.000E+00
8 54 7.646E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 8.971E-02 0.000E+00
8 55 7.181E+02 1.656E+04 2.133E-06 1.513E-05 0.000E+00 0.000E+00 7.662E-04
8 56 7.140E+02 2.306E+05 2.937E-05 2.071E-04 0.000E+00 0.000E+00 8.248E-04
8 57 7.134E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 7.692E-04
8 59 7.087E+02 1.027E+07 7.734E-04 5.414E-03 0.000E+00 0.000E+00 6.826E-04
8 60 7.084E+02 2.008E+07 2.518E-03 1.761E-02 0.000E+00 0.000E+00 1.340E-03
8 61 7.080E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.721E-03
8 62 6.964E+02 2.671E+06 3.237E-04 2.227E-03 0.000E+00 0.000E+00 5.244E-04
8 63 6.958E+02 4.865E+06 3.531E-04 2.426E-03 0.000E+00 0.000E+00 1.581E-04
8 64 6.955E+02 1.637E+07 3.957E-04 2.718E-03 0.000E+00 0.000E+00 0.000E+00
8 66 6.945E+02 0.000E+00 0.000E+00 0.000E+00 3.979E+04 1.410E-06 0.000E+00
8 67 6.944E+02 0.000E+00 0.000E+00 0.000E+00 6.007E+04 0.000E+00 0.000E+00
8 69 6.905E+02 0.000E+00 0.000E+00 0.000E+00 2.644E+01 0.000E+00 0.000E+00
8 70 6.838E+02 0.000E+00 0.000E+00 0.000E+00 1.734E+02 0.000E+00 0.000E+00
8 73 6.759E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.285E-06
8 74 6.731E+02 0.000E+00 0.000E+00 0.000E+00 6.230E+02 5.481E-06 0.000E+00
8 75 6.717E+02 0.000E+00 0.000E+00 0.000E+00 1.905E+04 0.000E+00 0.000E+00
8 76 6.709E+02 0.000E+00 0.000E+00 0.000E+00 5.616E+03 9.223E-07 0.000E+00
8 77 6.706E+02 0.000E+00 0.000E+00 0.000E+00 4.821E+04 1.219E-04 0.000E+00
8 78 6.547E+02 6.393E+03 4.109E-07 2.657E-06 0.000E+00 0.000E+00 3.558E-02
8 79 6.016E+02 0.000E+00 0.000E+00 0.000E+00 2.454E+03 4.401E-09 0.000E+00
8 80 6.016E+02 0.000E+00 0.000E+00 0.000E+00 3.452E+03 0.000E+00 0.000E+00
8 82 5.763E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.069E-03 0.000E+00
8 83 5.763E+02 0.000E+00 0.000E+00 0.000E+00 2.166E+01 4.929E-07 0.000E+00
8 84 5.763E+02 0.000E+00 0.000E+00 0.000E+00 3.867E+01 9.802E-04 0.000E+00
8 85 5.679E+02 0.000E+00 0.000E+00 0.000E+00 4.714E-02 1.308E-03 0.000E+00
8 87 5.469E+02 0.000E+00 0.000E+00 0.000E+00 4.166E-01 1.681E-04 0.000E+00
8 88 5.469E+02 0.000E+00 0.000E+00 0.000E+00 3.918E-03 2.200E-06 0.000E+00
8 89 5.469E+02 0.000E+00 0.000E+00 0.000E+00 5.674E-01 0.000E+00 0.000E+00
8 90 5.306E+02 0.000E+00 0.000E+00 0.000E+00 6.643E-03 3.704E-05 0.000E+00
8 91 5.129E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.186E-02 0.000E+00
8 92 5.003E+02 6.681E+00 4.178E-10 2.065E-09 0.000E+00 0.000E+00 5.519E-03
8 93 4.961E+02 3.130E+05 1.155E-05 5.659E-05 0.000E+00 0.000E+00 1.698E-03
8 94 4.961E+02 5.668E+05 3.485E-05 1.708E-04 0.000E+00 0.000E+00 1.242E-05
8 95 4.960E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.068E-03
8 96 4.940E+02 9.505E+02 5.795E-08 2.827E-07 0.000E+00 0.000E+00 3.045E-04
8 97 4.939E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.322E-04
8 99 4.850E+02 1.077E+06 6.330E-05 3.032E-04 0.000E+00 0.000E+00 7.356E-04
8 100 4.849E+02 1.138E+06 4.012E-05 1.921E-04 0.000E+00 0.000E+00 3.128E-05
8 101 4.849E+02 4.455E+06 5.234E-05 2.506E-04 0.000E+00 0.000E+00 0.000E+00
8 102 4.792E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 9.833E-08
8 103 4.716E+02 2.387E+00 7.960E-11 3.708E-10 0.000E+00 0.000E+00 3.755E-03
8 104 4.450E+02 0.000E+00 0.000E+00 0.000E+00 2.865E-03 0.000E+00 0.000E+00
8 105 4.426E+02 0.000E+00 0.000E+00 0.000E+00 7.526E+01 1.190E-04 0.000E+00
8 106 4.426E+02 0.000E+00 0.000E+00 0.000E+00 8.198E+00 6.627E-07 0.000E+00
8 107 4.426E+02 0.000E+00 0.000E+00 0.000E+00 3.621E+01 0.000E+00 0.000E+00
8 108 4.411E+02 0.000E+00 0.000E+00 0.000E+00 3.847E-04 5.693E-05 0.000E+00
8 109 4.410E+02 0.000E+00 0.000E+00 0.000E+00 1.740E-02 0.000E+00 0.000E+00
8 112 4.364E+02 0.000E+00 0.000E+00 0.000E+00 6.660E-03 2.202E-04 0.000E+00
8 114 4.350E+02 0.000E+00 0.000E+00 0.000E+00 1.004E+03 0.000E+00 0.000E+00
8 115 4.350E+02 0.000E+00 0.000E+00 0.000E+00 7.047E+02 4.506E-11 0.000E+00
8 120 4.309E+02 1.406E+01 6.520E-10 2.775E-09 0.000E+00 0.000E+00 1.396E-02
8 121 4.309E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.995E-02
8 123 4.278E+02 2.259E+01 1.033E-09 4.365E-09 0.000E+00 0.000E+00 2.868E-03
8 124 4.270E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.961E-04 0.000E+00
8 125 4.270E+02 0.000E+00 0.000E+00 0.000E+00 6.228E+02 3.902E-06 0.000E+00
8 126 4.270E+02 0.000E+00 0.000E+00 0.000E+00 1.127E+03 3.857E-04 0.000E+00
8 127 4.269E+02 0.000E+00 0.000E+00 0.000E+00 1.305E-01 2.704E-04 0.000E+00
8 129 4.252E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.652E-08
8 132 4.225E+02 8.381E+05 2.243E-05 9.359E-05 0.000E+00 0.000E+00 1.164E-03
8 133 4.225E+02 1.487E+06 6.634E-05 2.768E-04 0.000E+00 0.000E+00 9.158E-04
8 134 4.225E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.031E-04
8 135 4.207E+02 2.478E+05 1.096E-05 4.552E-05 0.000E+00 0.000E+00 1.345E-03
8 136 4.207E+02 2.741E+05 7.272E-06 3.022E-05 0.000E+00 0.000E+00 1.750E-03
8 137 4.207E+02 1.078E+06 9.530E-06 3.960E-05 0.000E+00 0.000E+00 0.000E+00
8 138 4.204E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.849E-07
8 140 4.113E+02 1.344E+02 3.411E-09 1.386E-08 0.000E+00 0.000E+00 1.211E-03
8 141 4.042E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.247E-02 0.000E+00
9 10 7.150E+03 0.000E+00 0.000E+00 0.000E+00 4.204E-03 1.443E-06 0.000E+00
9 11 7.148E+03 0.000E+00 0.000E+00 0.000E+00 3.621E-03 1.539E-06 0.000E+00
9 12 7.147E+03 0.000E+00 0.000E+00 0.000E+00 1.539E-03 1.275E-06 0.000E+00
9 13 4.465E+03 0.000E+00 0.000E+00 0.000E+00 6.988E-08 2.164E-04 0.000E+00
9 14 4.015E+03 0.000E+00 0.000E+00 0.000E+00 2.168E-03 0.000E+00 0.000E+00
9 15 3.242E+03 0.000E+00 0.000E+00 0.000E+00 7.775E-02 0.000E+00 0.000E+00
9 16 2.417E+03 0.000E+00 0.000E+00 0.000E+00 1.500E-02 1.287E-02 0.000E+00
9 17 2.270E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.992E-06
9 18 2.269E+03 3.766E+05 1.744E-04 6.511E-03 0.000E+00 0.000E+00 2.657E-06
9 19 2.265E+03 6.502E+05 5.002E-04 1.865E-02 0.000E+00 0.000E+00 8.258E-06
9 20 2.176E+03 6.498E+04 2.768E-05 9.917E-04 0.000E+00 0.000E+00 3.680E-04
9 21 1.475E+03 8.699E+03 2.839E-06 6.893E-05 0.000E+00 0.000E+00 5.585E-04
9 22 1.473E+03 5.863E+04 2.671E-05 6.478E-04 0.000E+00 0.000E+00 2.987E-03
9 23 1.471E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.038E-02
9 24 1.418E+03 0.000E+00 0.000E+00 0.000E+00 2.820E+00 3.748E-05 0.000E+00
9 25 1.418E+03 0.000E+00 0.000E+00 0.000E+00 6.375E+00 9.930E-05 0.000E+00
9 26 1.418E+03 0.000E+00 0.000E+00 0.000E+00 6.956E+00 1.053E-04 0.000E+00
9 27 1.360E+03 2.179E+05 8.458E-05 1.893E-03 0.000E+00 0.000E+00 1.110E-05
9 28 1.352E+03 2.050E+05 5.616E-05 1.250E-03 0.000E+00 0.000E+00 4.008E-02
9 29 1.319E+03 0.000E+00 0.000E+00 0.000E+00 5.673E-01 1.463E-03 0.000E+00
9 30 1.267E+03 2.463E+04 5.928E-06 1.236E-04 0.000E+00 0.000E+00 7.250E-04
9 31 1.266E+03 1.441E+05 4.853E-05 1.012E-03 0.000E+00 0.000E+00 2.983E-03
9 32 1.266E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 8.742E-03
9 33 1.154E+03 1.699E+09 3.391E-01 6.440E+00 0.000E+00 0.000E+00 2.491E-01
9 34 1.152E+03 1.042E+09 1.244E-01 2.358E+00 0.000E+00 0.000E+00 8.079E-02
9 35 1.151E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.891E-03
9 36 1.133E+03 1.774E+08 2.050E-02 3.823E-01 0.000E+00 0.000E+00 7.600E-03
9 37 1.133E+03 1.308E+09 2.515E-01 4.689E+00 0.000E+00 0.000E+00 1.248E-02
9 38 1.132E+03 4.124E+09 1.109E+00 2.067E+01 0.000E+00 0.000E+00 1.979E-01
9 39 1.053E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.133E-02
9 40 1.051E+03 3.982E+08 3.958E-02 6.848E-01 0.000E+00 0.000E+00 1.468E-03
9 41 1.048E+03 7.324E+08 1.206E-01 2.081E+00 0.000E+00 0.000E+00 3.492E-02
9 42 1.001E+03 2.086E+06 1.880E-04 3.097E-03 0.000E+00 0.000E+00 8.116E-02
9 43 9.013E+02 5.232E+05 8.922E-05 1.324E-03 0.000E+00 0.000E+00 5.066E-05
9 44 9.008E+02 2.806E+04 2.048E-06 3.036E-05 0.000E+00 0.000E+00 1.988E-01
9 45 9.000E+02 0.000E+00 0.000E+00 0.000E+00 2.962E+01 1.644E-02 0.000E+00
9 46 8.861E+02 0.000E+00 0.000E+00 0.000E+00 4.161E+03 4.386E-03 0.000E+00
9 47 8.848E+02 0.000E+00 0.000E+00 0.000E+00 9.996E+03 1.337E-02 0.000E+00
9 48 8.827E+02 0.000E+00 0.000E+00 0.000E+00 1.182E+04 1.550E-02 0.000E+00
9 49 8.594E+02 0.000E+00 0.000E+00 0.000E+00 9.567E+03 0.000E+00 0.000E+00
9 50 8.588E+02 0.000E+00 0.000E+00 0.000E+00 7.338E+03 1.259E-02 0.000E+00
9 51 8.575E+02 0.000E+00 0.000E+00 0.000E+00 3.688E+03 5.744E-04 0.000E+00
9 52 8.502E+02 0.000E+00 0.000E+00 0.000E+00 8.346E+01 3.159E-02 0.000E+00
9 53 8.226E+02 0.000E+00 0.000E+00 0.000E+00 1.775E+00 1.930E-02 0.000E+00
9 54 7.660E+02 0.000E+00 0.000E+00 0.000E+00 1.607E+01 0.000E+00 0.000E+00
9 55 7.194E+02 2.365E+03 1.835E-07 2.173E-06 0.000E+00 0.000E+00 9.027E-04
9 56 7.152E+02 5.199E+04 3.987E-06 4.694E-05 0.000E+00 0.000E+00 2.736E-04
9 57 7.146E+02 3.651E+05 3.914E-05 4.604E-04 0.000E+00 0.000E+00 3.172E-04
9 58 7.135E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.695E-03
9 59 7.100E+02 5.291E+05 2.399E-05 2.803E-04 0.000E+00 0.000E+00 3.413E-04
9 60 7.097E+02 5.244E+06 3.960E-04 4.625E-03 0.000E+00 0.000E+00 4.086E-05
9 61 7.093E+02 2.441E+07 2.578E-03 3.010E-02 0.000E+00 0.000E+00 1.902E-03
9 62 6.976E+02 1.267E+07 9.248E-04 1.062E-02 0.000E+00 0.000E+00 3.733E-03
9 63 6.970E+02 6.652E+06 2.907E-04 3.335E-03 0.000E+00 0.000E+00 7.236E-04
9 64 6.967E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.383E-05
9 65 6.959E+02 0.000E+00 0.000E+00 0.000E+00 4.135E+04 0.000E+00 0.000E+00
9 66 6.957E+02 0.000E+00 0.000E+00 0.000E+00 5.038E+03 4.465E-07 0.000E+00
9 67 6.956E+02 0.000E+00 0.000E+00 0.000E+00 2.654E+04 2.224E-06 0.000E+00
9 68 6.948E+02 0.000E+00 0.000E+00 0.000E+00 4.526E+04 0.000E+00 0.000E+00
9 69 6.917E+02 0.000E+00 0.000E+00 0.000E+00 1.288E+02 5.923E-07 0.000E+00
9 70 6.849E+02 0.000E+00 0.000E+00 0.000E+00 9.463E+01 2.772E-08 0.000E+00
9 71 6.843E+02 0.000E+00 0.000E+00 0.000E+00 2.610E+02 0.000E+00 0.000E+00
9 73 6.770E+02 7.991E+04 7.687E-06 8.567E-05 0.000E+00 0.000E+00 1.837E-05
9 74 6.743E+02 0.000E+00 0.000E+00 0.000E+00 2.034E+03 8.751E-08 0.000E+00
9 75 6.728E+02 0.000E+00 0.000E+00 0.000E+00 4.482E+04 7.932E-05 0.000E+00
9 76 6.720E+02 0.000E+00 0.000E+00 0.000E+00 3.607E+04 8.737E-05 0.000E+00
9 77 6.717E+02 0.000E+00 0.000E+00 0.000E+00 1.602E+04 3.205E-05 0.000E+00
9 78 6.558E+02 7.387E+04 2.858E-06 3.085E-05 0.000E+00 0.000E+00 1.058E-01
9 79 6.025E+02 0.000E+00 0.000E+00 0.000E+00 3.629E+02 2.516E-07 0.000E+00
9 80 6.025E+02 0.000E+00 0.000E+00 0.000E+00 1.790E+03 1.695E-07 0.000E+00
9 81 6.025E+02 0.000E+00 0.000E+00 0.000E+00 5.269E+03 0.000E+00 0.000E+00
9 82 5.771E+02 0.000E+00 0.000E+00 0.000E+00 8.618E+01 0.000E+00 0.000E+00
9 83 5.771E+02 0.000E+00 0.000E+00 0.000E+00 6.458E+01 1.595E-03 0.000E+00
9 84 5.771E+02 0.000E+00 0.000E+00 0.000E+00 3.007E+01 6.032E-06 0.000E+00
9 85 5.687E+02 0.000E+00 0.000E+00 0.000E+00 1.231E+01 4.146E-03 0.000E+00
9 86 5.586E+02 0.000E+00 0.000E+00 0.000E+00 1.628E+00 0.000E+00 0.000E+00
9 87 5.476E+02 0.000E+00 0.000E+00 0.000E+00 2.953E-01 3.549E-05 0.000E+00
9 88 5.476E+02 0.000E+00 0.000E+00 0.000E+00 6.572E-01 9.362E-05 0.000E+00
9 89 5.476E+02 0.000E+00 0.000E+00 0.000E+00 6.915E-01 1.173E-04 0.000E+00
9 90 5.313E+02 0.000E+00 0.000E+00 0.000E+00 1.716E-01 9.888E-05 0.000E+00
9 91 5.136E+02 0.000E+00 0.000E+00 0.000E+00 2.089E+01 0.000E+00 0.000E+00
9 92 5.009E+02 2.040E+04 7.673E-07 6.327E-06 0.000E+00 0.000E+00 4.121E-03
9 93 4.967E+02 1.925E+04 4.272E-07 3.493E-06 0.000E+00 0.000E+00 6.102E-04
9 94 4.967E+02 1.771E+05 6.551E-06 5.356E-05 0.000E+00 0.000E+00 1.153E-03
9 95 4.966E+02 7.257E+05 3.757E-05 3.071E-04 0.000E+00 0.000E+00 3.965E-04
9 96 4.946E+02 2.697E+02 9.888E-09 8.050E-08 0.000E+00 0.000E+00 7.674E-05
9 97 4.945E+02 1.509E+03 7.746E-08 6.305E-07 0.000E+00 0.000E+00 1.675E-04
9 98 4.944E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.782E-04
9 99 4.855E+02 3.341E+06 1.181E-04 9.437E-04 0.000E+00 0.000E+00 3.002E-03
9 100 4.855E+02 1.842E+06 3.904E-05 3.120E-04 0.000E+00 0.000E+00 1.365E-03
9 101 4.854E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.828E-04
9 102 4.797E+02 6.197E+04 2.994E-06 2.364E-05 0.000E+00 0.000E+00 1.162E-06
9 103 4.722E+02 9.451E+01 1.895E-09 1.473E-08 0.000E+00 0.000E+00 1.138E-02
9 104 4.454E+02 0.000E+00 0.000E+00 0.000E+00 1.609E-01 2.080E-08 0.000E+00
9 105 4.431E+02 0.000E+00 0.000E+00 0.000E+00 2.485E+01 2.644E-05 0.000E+00
9 106 4.431E+02 0.000E+00 0.000E+00 0.000E+00 5.884E+01 7.546E-05 0.000E+00
9 107 4.431E+02 0.000E+00 0.000E+00 0.000E+00 6.872E+01 3.655E-05 0.000E+00
9 108 4.416E+02 0.000E+00 0.000E+00 0.000E+00 5.104E-02 3.587E-05 0.000E+00
9 109 4.415E+02 0.000E+00 0.000E+00 0.000E+00 8.335E-03 5.010E-10 0.000E+00
9 110 4.415E+02 0.000E+00 0.000E+00 0.000E+00 3.222E-02 0.000E+00 0.000E+00
9 112 4.369E+02 0.000E+00 0.000E+00 0.000E+00 1.963E-02 4.639E-04 0.000E+00
9 113 4.355E+02 0.000E+00 0.000E+00 0.000E+00 1.493E+03 0.000E+00 0.000E+00
9 114 4.355E+02 0.000E+00 0.000E+00 0.000E+00 4.998E+02 1.960E-07 0.000E+00
9 115 4.355E+02 0.000E+00 0.000E+00 0.000E+00 1.003E+02 1.746E-07 0.000E+00
9 116 4.342E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.223E-06
9 117 4.325E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.953E-14
9 120 4.313E+02 3.690E+00 1.029E-10 7.306E-10 0.000E+00 0.000E+00 2.002E-03
9 121 4.313E+02 2.548E+01 9.948E-10 7.063E-09 0.000E+00 0.000E+00 9.930E-03
9 122 4.313E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.008E-02
9 123 4.283E+02 1.186E+00 3.261E-11 2.299E-10 0.000E+00 0.000E+00 2.188E-03
9 124 4.275E+02 0.000E+00 0.000E+00 0.000E+00 2.475E+03 0.000E+00 0.000E+00
9 125 4.275E+02 0.000E+00 0.000E+00 0.000E+00 1.861E+03 4.423E-04 0.000E+00
9 126 4.275E+02 0.000E+00 0.000E+00 0.000E+00 8.733E+02 3.228E-06 0.000E+00
9 127 4.274E+02 0.000E+00 0.000E+00 0.000E+00 1.764E-01 9.628E-04 0.000E+00
9 128 4.272E+02 0.000E+00 0.000E+00 0.000E+00 2.464E-02 0.000E+00 0.000E+00
9 129 4.257E+02 2.544E-04 9.676E-15 6.780E-14 0.000E+00 0.000E+00 8.595E-09
9 130 4.257E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.256E-08
9 132 4.229E+02 5.598E+04 9.007E-07 6.270E-06 0.000E+00 0.000E+00 2.812E-04
9 133 4.229E+02 4.964E+05 1.331E-05 9.267E-05 0.000E+00 0.000E+00 1.570E-03
9 134 4.229E+02 1.944E+06 7.298E-05 5.081E-04 0.000E+00 0.000E+00 4.081E-03
9 135 4.211E+02 7.592E+05 2.018E-05 1.399E-04 0.000E+00 0.000E+00 2.258E-04
9 136 4.211E+02 4.259E+05 6.795E-06 4.710E-05 0.000E+00 0.000E+00 2.214E-03
9 137 4.211E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 4.713E-03
9 138 4.209E+02 2.012E+03 7.478E-08 5.181E-07 0.000E+00 0.000E+00 1.083E-06
9 140 4.118E+02 1.327E+03 2.024E-08 1.372E-07 0.000E+00 0.000E+00 3.546E-03
9 141 4.046E+02 0.000E+00 0.000E+00 0.000E+00 2.331E+00 0.000E+00 0.000E+00
10 11 3.306E+07 0.000E+00 0.000E+00 0.000E+00 3.310E-19 6.965E-10 0.000E+00
10 12 1.728E+07 0.000E+00 0.000E+00 0.000E+00 1.414E-18 0.000E+00 0.000E+00
10 13 1.189E+04 0.000E+00 0.000E+00 0.000E+00 3.240E-01 0.000E+00 0.000E+00
10 16 3.652E+03 0.000E+00 0.000E+00 0.000E+00 2.753E-08 1.856E-06 0.000E+00
10 18 3.323E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.091E-05
10 19 3.316E+03 1.322E+08 1.557E-01 1.189E+01 0.000E+00 0.000E+00 1.520E-03
10 20 3.128E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 9.834E-04
10 21 1.859E+03 8.159E+00 3.019E-09 1.293E-07 0.000E+00 0.000E+00 2.485E-04
10 22 1.856E+03 1.978E+04 1.021E-05 4.366E-04 0.000E+00 0.000E+00 2.294E-03
10 23 1.851E+03 9.413E+05 6.220E-04 2.654E-02 0.000E+00 0.000E+00 7.167E-03
10 24 1.769E+03 0.000E+00 0.000E+00 0.000E+00 1.293E+02 0.000E+00 0.000E+00
10 25 1.769E+03 0.000E+00 0.000E+00 0.000E+00 7.758E+02 1.404E-05 0.000E+00
10 26 1.769E+03 0.000E+00 0.000E+00 0.000E+00 1.330E+03 1.735E-05 0.000E+00
10 27 1.679E+03 1.032E+04 4.361E-06 1.688E-04 0.000E+00 0.000E+00 1.241E-02
10 28 1.667E+03 4.761E+04 1.417E-05 5.443E-04 0.000E+00 0.000E+00 8.841E-03
10 29 1.618E+03 0.000E+00 0.000E+00 0.000E+00 1.473E-03 1.627E-06 0.000E+00
10 30 1.540E+03 1.147E+07 2.912E-03 1.033E-01 0.000E+00 0.000E+00 2.985E-04
10 31 1.539E+03 2.811E+08 9.984E-02 3.541E+00 0.000E+00 0.000E+00 5.796E-03
10 32 1.538E+03 2.483E+09 1.132E+00 4.012E+01 0.000E+00 0.000E+00 1.491E-01
10 33 1.376E+03 9.968E+08 2.020E-01 6.405E+00 0.000E+00 0.000E+00 1.974E-02
10 34 1.373E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.017E-02
10 36 1.347E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 4.614E-03
10 37 1.346E+03 9.792E+07 1.899E-02 5.889E-01 0.000E+00 0.000E+00 6.907E-03
10 38 1.345E+03 9.455E+08 2.564E-01 7.946E+00 0.000E+00 0.000E+00 2.530E-02
10 40 1.232E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.761E-04
10 41 1.228E+03 3.796E+07 6.131E-03 1.735E-01 0.000E+00 0.000E+00 2.626E-03
10 42 1.164E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.824E-03
10 43 1.031E+03 8.164E+04 1.302E-05 3.094E-04 0.000E+00 0.000E+00 1.150E-02
10 44 1.031E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.015E-01
10 45 1.030E+03 0.000E+00 0.000E+00 0.000E+00 2.326E-01 0.000E+00 0.000E+00
10 46 1.011E+03 0.000E+00 0.000E+00 0.000E+00 4.195E-01 0.000E+00 0.000E+00
10 47 1.010E+03 0.000E+00 0.000E+00 0.000E+00 3.588E+00 3.966E-04 0.000E+00
10 48 1.007E+03 0.000E+00 0.000E+00 0.000E+00 7.642E+00 2.235E-06 0.000E+00
10 50 9.761E+02 0.000E+00 0.000E+00 0.000E+00 1.420E+02 0.000E+00 0.000E+00
10 51 9.743E+02 0.000E+00 0.000E+00 0.000E+00 1.267E+02 3.902E-06 0.000E+00
10 52 9.649E+02 0.000E+00 0.000E+00 0.000E+00 2.308E+02 0.000E+00 0.000E+00
10 53 9.295E+02 0.000E+00 0.000E+00 0.000E+00 6.171E-02 3.115E-06 0.000E+00
10 55 7.999E+02 2.335E+05 1.600E-05 2.949E-04 0.000E+00 0.000E+00 3.338E-03
10 56 7.947E+02 6.918E+01 4.679E-09 8.569E-08 0.000E+00 0.000E+00 5.913E-04
10 57 7.940E+02 1.305E+06 1.233E-04 2.257E-03 0.000E+00 0.000E+00 2.449E-04
10 58 7.926E+02 2.725E+07 3.301E-03 6.029E-02 0.000E+00 0.000E+00 1.841E-03
10 59 7.882E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 4.731E-06
10 60 7.879E+02 6.681E+06 4.441E-04 8.063E-03 0.000E+00 0.000E+00 8.477E-04
10 61 7.874E+02 2.025E+07 1.882E-03 3.415E-02 0.000E+00 0.000E+00 7.015E-03
10 62 7.731E+02 1.299E+08 8.315E-03 1.481E-01 0.000E+00 0.000E+00 3.817E-02
10 63 7.723E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.892E-06
10 65 7.710E+02 0.000E+00 0.000E+00 0.000E+00 2.214E+03 1.570E-04 0.000E+00
